Applicant_ID,Annual_Income,Applicant_Age,Work_Experience,Marital_Status,House_Ownership,Vehicle_Ownership(car),Occupation,Residence_City,Residence_State,Years_in_Current_Employment,Years_in_Current_Residence,Loan_Default_Risk
82188,5748851,74,5,single,rented,no,Air_traffic_controller,Jaipur,Rajasthan,5,13,0
87448,4597007,48,0,single,rented,no,Consultant,Mahbubnagar,Telangana,0,10,0
19259,5284075,50,16,single,rented,yes,Civil_servant,Hajipur[31],Bihar,11,13,0
19696,132850,72,0,single,norent_noown,no,Chef,Kadapa[23],Andhra_Pradesh,0,11,0
74613,6864296,55,8,single,rented,no,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,8,12,0
15850,2691866,49,17,single,rented,no,Surgeon,Mira-Bhayandar,Maharashtra,11,12,0
44479,7475446,60,13,married,rented,no,Firefighter,Chandigarh_city,Chandigarh,5,14,0
79507,3423010,74,3,single,rented,yes,Computer_hardware_engineer,Dehradun,Uttarakhand,3,10,0
21511,8989094,76,7,single,rented,no,Computer_operator,Secunderabad,Telangana,7,13,0
81060,7002610,56,4,single,rented,no,Police_officer,Hyderabad,Telangana,4,12,0
68066,3603703,75,2,single,owned,no,Geologist,Hapur,Uttar_Pradesh,2,12,0
25448,2296270,52,14,single,rented,yes,Drafter,Medininagar,Jharkhand,6,13,0
66036,1960176,67,20,single,rented,yes,Surgeon,Agra,Uttar_Pradesh,8,11,0
1029,7589290,66,15,single,rented,no,Librarian,Bidhannagar,West_Bengal,8,14,0
95222,3846207,33,0,single,rented,yes,Psychologist,Satara,Maharashtra,0,12,0
28077,4533369,56,16,single,rented,yes,Police_officer,Alwar,Rajasthan,8,13,0
99271,9185581,29,12,single,rented,no,Drafter,Jaipur,Rajasthan,10,13,0
6526,6640673,30,15,single,rented,yes,Chemical_engineer,Vadodara,Gujarat,6,11,0
40209,647926,35,5,single,rented,yes,Petroleum_Engineer,Aurangabad,Maharashtra,5,11,0
54306,5817501,61,2,single,norent_noown,no,Hotel_Manager,Gangtok,Sikkim,2,10,0
51220,692845,73,12,single,owned,yes,Statistician,Bhiwandi,Maharashtra,5,10,0
85631,1840139,74,6,single,rented,yes,Chef,Dhule,Maharashtra,6,13,0
12312,4342058,26,4,single,rented,yes,Technology_specialist,Noida,Uttar_Pradesh,4,10,0
55355,8716053,51,11,married,rented,yes,Psychologist,Tadepalligudem,Andhra_Pradesh,4,10,0
41072,5125951,56,10,single,rented,yes,Physician,Narasaraopet,Andhra_Pradesh,7,13,0
12274,3061413,75,6,single,rented,yes,Dentist,New_Delhi,Delhi,6,11,0
94706,7533165,27,19,single,rented,yes,Web_designer,Bhilai,Chhattisgarh,8,12,0
8684,6302308,35,19,married,rented,no,Comedian,Thanjavur,Tamil_Nadu,12,10,0
26531,3259749,45,19,single,rented,no,Web_designer,Lucknow,Uttar_Pradesh,6,13,0
33943,5660425,55,3,single,rented,no,Hotel_Manager,Hosur,Tamil_Nadu,3,13,0
60265,5069739,40,1,single,rented,no,Design_Engineer,Karaikudi,Tamil_Nadu,1,11,0
3695,3915449,62,18,single,rented,no,Chemical_engineer,Guna,Madhya_Pradesh,3,12,0
24626,3928495,62,8,single,rented,no,Psychologist,Bhopal,Madhya_Pradesh,3,13,0
69605,7217848,23,3,single,rented,no,Official,Jhansi,Uttar_Pradesh,3,13,0
7595,2745694,36,11,single,rented,no,Industrial_Engineer,"Khora,_Ghaziabad",Uttar_Pradesh,9,13,0
46263,4181786,51,12,single,norent_noown,yes,Statistician,Korba,Chhattisgarh,4,13,0
98178,9238028,46,19,single,rented,no,Hotel_Manager,Latur,Maharashtra,3,14,0
63193,8625543,66,12,single,rented,yes,Architect,Machilipatnam,Andhra_Pradesh,10,13,0
36852,5053629,41,14,single,rented,no,Fashion_Designer,Bareilly,Uttar_Pradesh,10,12,0
68727,9287791,79,4,single,rented,yes,Engineer,Jalgaon,Maharashtra,4,12,0
64702,9978110,22,8,single,rented,yes,Designer,Bikaner,Rajasthan,5,11,0
37029,8072596,52,1,single,rented,yes,Computer_operator,Delhi_city,Delhi,1,13,1
2072,4281870,53,1,married,rented,no,Aviator,Bhiwani,Haryana,1,12,0
84844,6669730,72,4,single,rented,no,Computer_hardware_engineer,Bellary,Karnataka,3,12,0
41434,8841707,53,13,single,rented,no,Biomedical_Engineer,Farrukhabad,Uttar_Pradesh,3,12,0
540,1322234,31,1,single,rented,yes,Official,Pimpri-Chinchwad,Maharashtra,1,14,0
61720,7919486,36,12,single,rented,no,Surgeon,Thoothukudi,Tamil_Nadu,8,12,0
26167,416754,26,6,single,rented,no,Graphic_Designer,Tadipatri,Andhra_Pradesh,4,12,0
30864,3659030,24,2,single,rented,yes,Computer_hardware_engineer,Pudukkottai,Tamil_Nadu,2,13,0
90452,7718952,60,1,single,rented,yes,Librarian,Morbi,Gujarat,1,12,0
73123,2774442,24,11,married,norent_noown,no,Mechanical_engineer,Karawal_Nagar,Delhi,11,14,0
41519,6015769,32,12,single,rented,no,Web_designer,Navi_Mumbai,Maharashtra,7,14,0
14232,9514759,34,15,single,owned,yes,Lawyer,Vijayawada,Andhra_Pradesh,4,12,0
32019,9867208,21,3,single,rented,no,Petroleum_Engineer,Tenali,Andhra_Pradesh,3,10,0
73113,7581400,28,9,single,rented,no,Official,Rajkot,Gujarat,9,12,0
98392,7390231,35,8,single,rented,no,Physician,Surendranagar_Dudhrej,Gujarat,8,12,0
50163,140516,29,19,single,rented,no,Politician,Vellore,Tamil_Nadu,14,10,1
65966,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0
12544,5832406,24,4,single,rented,yes,Designer,Sangli-Miraj_&_Kupwad,Maharashtra,4,12,0
28780,9574183,39,14,single,rented,yes,Police_officer,Varanasi,Uttar_Pradesh,8,12,0
77612,4436504,56,9,single,rented,yes,Financial_Analyst,Tadepalligudem,Andhra_Pradesh,9,13,0
11480,2968373,29,20,single,rented,no,Chartered_Accountant,Purnia[26],Bihar,11,12,0
55645,7296341,60,13,single,rented,no,Graphic_Designer,Kirari_Suleman_Nagar,Delhi,4,13,0
47619,1399162,22,8,single,rented,yes,Software_Developer,Solapur,Maharashtra,8,10,0
85777,9137580,21,7,single,rented,no,Hotel_Manager,Aurangabad,Maharashtra,7,12,0
12089,5272864,40,19,single,rented,yes,Statistician,Katihar,Bihar,13,11,0
97724,6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,0
1796,2587414,59,19,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,5,14,0
29728,207067,61,18,single,rented,no,Aviator,Ranchi,Jharkhand,12,10,0
7636,3711225,56,17,single,rented,no,Computer_operator,Raichur,Karnataka,12,11,0
85615,8224128,50,17,single,rented,yes,Mechanical_engineer,Madhyamgram,West_Bengal,5,11,0
32045,273058,67,8,single,rented,no,Physician,Anantapur,Andhra_Pradesh,7,11,0
49823,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
5550,9934516,66,6,single,rented,yes,Hotel_Manager,Chinsurah,West_Bengal,6,14,0
61819,5394516,76,0,single,rented,no,Secretary,Varanasi,Uttar_Pradesh,0,13,0
91221,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
88434,4816071,63,17,single,rented,no,Mechanical_engineer,Madanapalle,Andhra_Pradesh,13,14,1
13485,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11,1
74273,4069278,28,14,married,rented,no,Flight_attendant,Bhatpara,West_Bengal,13,10,0
93133,9678663,46,0,single,rented,no,Surgeon,Kadapa[23],Andhra_Pradesh,0,12,1
47275,9350682,42,12,single,rented,no,Librarian,Bhagalpur,Bihar,7,10,0
41889,290909,43,8,single,rented,no,Politician,Kozhikode,Kerala,5,13,0
15125,9744419,47,10,single,rented,yes,Fashion_Designer,Bharatpur,Rajasthan,10,13,0
25653,6605548,61,7,single,rented,no,Petroleum_Engineer,Ramgarh,Jharkhand,7,13,0
31295,1880253,63,1,single,rented,no,Designer,Kumbakonam,Tamil_Nadu,1,10,0
90019,7332190,34,18,single,rented,yes,Computer_hardware_engineer,Shivpuri,Madhya_Pradesh,10,13,0
59606,4187964,78,2,single,rented,yes,Dentist,Pallavaram,Tamil_Nadu,2,10,0
58394,5827147,53,12,single,rented,no,Flight_attendant,Burhanpur,Madhya_Pradesh,10,10,0
64051,3411403,43,14,single,rented,no,Magistrate,Tumkur,Karnataka,6,14,0
40812,8822942,65,13,single,owned,no,Technical_writer,Nizamabad,Telangana,8,12,0
20980,1024065,24,13,single,rented,no,Technician,Karaikudi,Tamil_Nadu,10,10,0
22802,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0
9956,738842,38,4,single,owned,no,Official,Allahabad,Uttar_Pradesh[5],4,14,0
28714,4270219,40,9,single,rented,no,Statistician,Madanapalle,Andhra_Pradesh,4,11,0
83717,3231341,47,6,married,rented,no,Scientist,Kochi,Kerala,6,14,1
32619,6936269,46,9,single,rented,no,Firefighter,Eluru[25],Andhra_Pradesh,8,14,0
18604,4977116,25,7,single,rented,yes,Police_officer,Bhopal,Madhya_Pradesh,7,10,0
49192,7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11,0
16181,7315839,72,8,married,rented,no,Air_traffic_controller,Kamarhati,West_Bengal,8,14,1
41426,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0
66914,6558368,67,1,married,rented,no,Statistician,Pimpri-Chinchwad,Maharashtra,1,10,0
37865,6847133,69,7,single,rented,no,Surgeon,Dhanbad,Jharkhand,6,10,0
14195,6733662,60,20,single,rented,no,Army_officer,Jaipur,Rajasthan,12,11,1
57612,5512716,43,15,single,rented,yes,Financial_Analyst,Erode[17],Tamil_Nadu,7,13,0
93174,1848729,41,20,married,rented,no,Technology_specialist,Suryapet,Telangana,11,13,0
35449,6596959,40,5,single,rented,yes,Flight_attendant,Jamnagar,Gujarat,5,14,1
36941,7578708,58,18,single,rented,yes,Surveyor,Gangtok,Sikkim,14,13,0
19146,2929735,23,14,single,rented,no,Microbiologist,Davanagere,Karnataka,9,12,1
59658,2696703,57,14,single,rented,no,Chef,Begusarai,Bihar,14,12,0
26464,9337591,72,16,single,rented,yes,Graphic_Designer,Siwan[32],Bihar,14,12,0
79202,4346432,32,17,single,rented,no,Consultant,Bhubaneswar,Odisha,11,14,0
10344,5540740,76,19,single,norent_noown,no,Petroleum_Engineer,Bhatpara,West_Bengal,7,12,0
10644,6513854,25,13,single,rented,no,Biomedical_Engineer,Silchar,Assam,9,11,0
551,8900631,47,6,single,rented,no,Fashion_Designer,Thiruvananthapuram,Kerala,6,12,0
83250,1423305,70,5,single,rented,no,Dentist,Tirupati[21][22],Andhra_Pradesh,5,11,0
53259,4367439,29,2,single,rented,no,Graphic_Designer,Davanagere,Karnataka,2,11,0
33724,2890690,24,19,single,rented,yes,Civil_servant,Pudukkottai,Tamil_Nadu,13,13,0
56183,1516293,32,20,single,rented,yes,Flight_attendant,Tirupati[21][22],Andhra_Pradesh,10,12,0
72277,9543081,38,4,single,rented,no,Mechanical_engineer,Cuttack,Odisha,4,13,0
74868,8451500,69,7,married,rented,yes,Statistician,Khandwa,Madhya_Pradesh,7,13,1
1443,6204574,27,12,single,rented,no,Chemical_engineer,Srikakulam,Andhra_Pradesh,5,14,0
36636,4666822,54,19,single,rented,no,Flight_attendant,Bhiwandi,Maharashtra,11,11,0
21459,4147391,41,4,single,rented,no,Artist,Rewa,Madhya_Pradesh,4,10,0
24650,8947393,68,1,single,rented,yes,Civil_servant,Satna,Madhya_Pradesh,1,10,0
68515,3972267,27,10,married,rented,no,Architect,Firozabad,Uttar_Pradesh,7,11,0
88779,8236972,21,7,single,rented,no,Designer,Munger,Bihar,4,13,1
81948,8006236,49,6,single,rented,no,Secretary,Surendranagar_Dudhrej,Gujarat,6,10,0
47353,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,1
56457,957774,23,6,single,rented,no,Technician,Gandhidham,Gujarat,6,10,0
86688,2451457,31,9,married,rented,no,Politician,Bulandshahr,Uttar_Pradesh,9,12,0
94389,8531866,39,12,single,rented,yes,Chartered_Accountant,Aizawl,Mizoram,4,10,0
80046,8609803,66,3,single,rented,no,Police_officer,Karimnagar,Telangana,3,11,0
53322,2780996,72,4,single,rented,no,Statistician,Tadepalligudem,Andhra_Pradesh,4,12,0
30439,7350053,75,12,single,rented,no,Technical_writer,Tiruppur,Tamil_Nadu,11,11,0
22039,1598789,60,14,single,rented,no,Chartered_Accountant,Ujjain,Madhya_Pradesh,5,13,0
9493,6463842,56,2,single,rented,no,Designer,Akola,Maharashtra,2,12,0
4191,5282884,72,3,single,rented,no,Politician,Munger,Bihar,3,10,0
11053,5922261,43,6,single,rented,no,Microbiologist,Kota[6],Rajasthan,6,14,1
33919,8886565,68,14,single,rented,no,Industrial_Engineer,Dhule,Maharashtra,5,14,0
42392,1537922,28,5,single,rented,no,Official,Guntur[13],Andhra_Pradesh,5,12,0
38769,6258651,24,18,single,rented,no,Surveyor,Orai,Uttar_Pradesh,4,11,0
32021,8455363,78,9,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,11,0
12297,7138986,38,17,single,owned,yes,Biomedical_Engineer,Burhanpur,Madhya_Pradesh,14,13,0
95857,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,1
77430,9888590,59,8,single,rented,no,Army_officer,Anand,Gujarat,3,12,0
66575,3640092,65,2,single,rented,yes,Fashion_Designer,Ghaziabad,Uttar_Pradesh,2,12,1
12247,358137,21,14,single,rented,no,Hotel_Manager,Hyderabad,Telangana,3,12,0
5822,7891663,64,6,single,rented,no,Politician,Akola,Maharashtra,6,10,0
25145,3846302,66,14,single,rented,yes,Petroleum_Engineer,Bhatpara,West_Bengal,6,11,0
60869,6580482,48,11,single,rented,no,Chartered_Accountant,Anand,Gujarat,7,10,0
65686,4072094,39,9,single,rented,no,Graphic_Designer,Farrukhabad,Uttar_Pradesh,9,14,0
3907,9886335,57,15,single,rented,no,Designer,Cuttack,Odisha,12,11,0
85543,408434,34,8,single,rented,yes,Chartered_Accountant,Suryapet,Telangana,4,12,0
23012,3768361,75,9,single,owned,yes,Flight_attendant,Jaipur,Rajasthan,6,13,0
79928,6652412,30,18,single,owned,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,13,0
75128,7302589,63,18,single,rented,no,Secretary,Tiruppur,Tamil_Nadu,14,12,0
9637,173096,40,13,single,rented,no,Politician,Ahmedabad,Gujarat,3,13,0
9668,3734978,64,0,single,rented,no,Comedian,Silchar,Assam,0,13,0
45044,8012134,48,0,single,rented,no,Technology_specialist,Rourkela,Odisha,0,10,0
56799,7267896,65,16,single,rented,no,Artist,Bhind,Madhya_Pradesh,11,10,0
42530,4226644,43,10,single,rented,yes,Magistrate,Surat,Gujarat,4,14,0
75783,9845816,31,20,single,rented,no,Lawyer,Thanjavur,Tamil_Nadu,14,11,0
89711,2149916,73,5,single,rented,yes,Petroleum_Engineer,Amroha,Uttar_Pradesh,5,13,0
22404,1851974,67,8,single,rented,no,Hotel_Manager,Bhatpara,West_Bengal,4,12,0
93242,3768361,75,9,single,owned,yes,Flight_attendant,Jaipur,Rajasthan,6,13,0
17213,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
90384,2814526,31,18,single,rented,no,Air_traffic_controller,Mahbubnagar,Telangana,6,13,0
80915,5354632,75,19,single,rented,no,Geologist,Gulbarga,Karnataka,8,10,0
8539,3134138,22,14,single,rented,no,Aviator,Pallavaram,Tamil_Nadu,8,13,0
50473,5365286,26,12,single,rented,yes,Design_Engineer,Patiala,Punjab,7,12,0
70838,9071050,30,8,single,rented,no,Magistrate,Patiala,Punjab,3,12,0
32817,5714975,41,10,single,rented,yes,Petroleum_Engineer,Dhule,Maharashtra,10,14,0
96976,6198507,28,14,single,rented,no,Civil_engineer,Surendranagar_Dudhrej,Gujarat,12,13,0
20661,6379099,66,11,single,rented,no,Drafter,Raurkela_Industrial_Township,Odisha,4,11,0
65490,9450206,53,1,single,rented,no,Consultant,Haldia,West_Bengal,1,11,0
52563,5841051,40,5,single,rented,no,Police_officer,Gandhidham,Gujarat,5,13,0
28826,8012134,48,0,single,rented,no,Technology_specialist,Rourkela,Odisha,0,10,0
43438,6936269,46,9,single,rented,no,Firefighter,Eluru[25],Andhra_Pradesh,8,14,0
23765,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0
77410,4270219,40,9,single,rented,no,Statistician,Madanapalle,Andhra_Pradesh,4,11,0
6712,2779765,45,11,single,rented,no,Air_traffic_controller,Malegaon,Maharashtra,4,13,0
84211,3720964,26,12,single,rented,no,Chartered_Accountant,Latur,Maharashtra,11,13,0
95912,9086314,74,1,single,rented,no,Police_officer,Davanagere,Karnataka,1,12,1
47900,1367163,33,4,single,rented,no,Dentist,Korba,Chhattisgarh,4,11,0
78808,1158811,63,16,single,rented,no,Design_Engineer,Tiruchirappalli[10],Tamil_Nadu,5,13,0
31414,5160409,31,10,single,rented,yes,Economist,Pallavaram,Tamil_Nadu,3,13,0
60842,8198785,30,10,single,rented,no,Technician,Surendranagar_Dudhrej,Gujarat,10,11,0
7162,7100378,60,18,single,owned,no,Civil_engineer,Panvel,Maharashtra,11,11,0
84268,9173092,30,19,single,rented,no,Psychologist,Chapra,Bihar,9,11,1
23496,2975236,55,13,single,rented,yes,Statistician,Jamalpur[36],Bihar,12,10,0
40347,8531866,39,12,single,rented,yes,Chartered_Accountant,Aizawl,Mizoram,4,10,0
54932,2767483,55,1,single,rented,no,Petroleum_Engineer,Bongaigaon,Assam,1,13,0
7875,1281153,71,0,married,rented,no,Designer,Bhagalpur,Bihar,0,11,0
4588,6164439,65,4,married,rented,no,Chef,Morbi,Gujarat,4,11,0
28053,2493344,37,7,single,rented,yes,Consultant,Fatehpur,Uttar_Pradesh,6,12,0
78863,7282131,28,19,single,rented,no,Flight_attendant,Unnao,Uttar_Pradesh,13,11,0
13315,2632398,65,2,single,rented,no,Microbiologist,Thane,Maharashtra,2,14,0
74709,3145889,47,17,married,rented,yes,Drafter,Hyderabad,Telangana,4,11,1
52364,4375780,66,3,single,owned,no,Secretary,Bidar,Karnataka,3,10,0
20672,408434,34,8,single,rented,yes,Chartered_Accountant,Suryapet,Telangana,4,12,0
40531,2648533,27,20,single,rented,no,Flight_attendant,Udupi,Karnataka,5,11,0
86697,7352225,78,14,married,rented,no,Firefighter,Rajpur_Sonarpur,West_Bengal,6,14,0
63570,7539019,46,2,single,rented,no,Software_Developer,Tinsukia,Assam,2,10,0
42228,642884,72,18,single,rented,no,Biomedical_Engineer,Thane,Maharashtra,4,12,0
14635,2117452,33,20,single,rented,yes,Air_traffic_controller,Berhampore,West_Bengal,3,12,0
44533,2087379,33,17,married,rented,yes,Computer_hardware_engineer,Bokaro,Jharkhand,4,10,0
57061,3853423,75,12,single,rented,no,Web_designer,Adoni,Andhra_Pradesh,12,10,0
91152,4492575,39,17,single,rented,yes,Chef,Bhind,Madhya_Pradesh,10,13,0
44997,9665324,57,11,single,owned,no,Consultant,Dehradun,Uttarakhand,7,14,0
3065,9840303,24,4,single,owned,no,Aviator,Gudivada,Andhra_Pradesh,4,11,0
26804,9734841,78,12,single,owned,no,Artist,Panihati,West_Bengal,4,14,0
71894,2556201,62,14,single,rented,no,Drafter,Chittoor[28],Andhra_Pradesh,11,12,0
87033,2359192,57,1,single,rented,no,Chartered_Accountant,Lucknow,Uttar_Pradesh,1,14,0
59969,6129612,42,13,single,owned,no,Microbiologist,Amaravati,Andhra_Pradesh,6,12,0
78992,2313571,73,16,single,rented,yes,Microbiologist,Hosur,Tamil_Nadu,7,14,0
51419,8475829,54,17,married,rented,no,Statistician,Siliguri,West_Bengal,9,11,0
8694,2474838,64,9,single,rented,no,Chemical_engineer,Chennai,Tamil_Nadu,8,10,0
34797,3139818,57,20,married,rented,no,Air_traffic_controller,Nanded,Maharashtra,3,10,0
89515,5284075,50,16,single,rented,yes,Civil_servant,Hajipur[31],Bihar,11,13,0
71464,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0
9919,6011488,41,2,single,rented,no,Air_traffic_controller,Berhampore,West_Bengal,2,12,1
32942,6549582,31,7,single,rented,yes,Architect,Guntakal,Andhra_Pradesh,7,11,1
97653,8644938,26,11,married,rented,no,Architect,South_Dumdum,West_Bengal,9,10,0
47232,893850,73,2,single,rented,yes,Lawyer,Kottayam,Kerala,2,13,1
87407,8520822,72,7,single,rented,yes,Police_officer,Kishanganj[35],Bihar,7,11,0
84980,64822,33,9,single,rented,yes,Computer_operator,Katihar,Bihar,9,11,1
211,5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra_Pradesh,13,13,0
93541,5413550,53,18,single,owned,yes,Aviator,Junagadh,Gujarat,12,12,0
32461,3775604,46,11,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,5,11,1
74576,8776828,78,10,single,rented,no,Statistician,Raebareli,Uttar_Pradesh,5,14,0
54883,7831154,64,7,single,rented,no,Statistician,Kurnool[18],Andhra_Pradesh,7,14,0
38953,6558967,41,10,married,rented,no,Comedian,Bongaigaon,Assam,10,12,0
62832,8619794,58,2,single,rented,no,Army_officer,New_Delhi,Delhi,2,12,0
29184,5035598,38,18,single,rented,no,Army_officer,Berhampur,Odisha,14,14,0
24795,1116752,26,10,single,rented,yes,Graphic_Designer,Nandyal,Andhra_Pradesh,3,11,0
41676,9360376,39,4,single,rented,yes,Surveyor,Giridih,Jharkhand,4,14,0
64330,2334618,60,10,single,rented,no,Geologist,Jodhpur,Rajasthan,3,11,0
10679,4243789,25,5,single,rented,no,Secretary,Khammam,Telangana,3,13,0
28519,7829891,67,20,single,rented,no,Army_officer,Nagpur,Maharashtra,9,11,0
74736,3254201,31,14,married,rented,no,Flight_attendant,Durgapur,West_Bengal,6,14,0
85325,4164155,24,2,single,norent_noown,no,Software_Developer,Bhopal,Madhya_Pradesh,2,13,0
57363,1662818,64,18,single,rented,no,Industrial_Engineer,Arrah,Bihar,9,11,0
19828,2478951,41,3,single,rented,no,Web_designer,Aizawl,Mizoram,3,13,0
9114,428454,53,18,single,rented,no,Police_officer,Gulbarga,Karnataka,9,13,0
73244,8753453,52,14,single,rented,no,Geologist,Guntur[13],Andhra_Pradesh,7,11,1
21118,2180133,62,4,single,rented,no,Army_officer,Motihari[34],Bihar,4,13,0
90245,1696344,31,18,single,rented,no,Librarian,Amritsar,Punjab,13,10,0
24244,431500,51,10,single,rented,yes,Surveyor,Chandrapur,Maharashtra,10,11,0
59499,2217063,34,3,single,rented,no,Computer_hardware_engineer,Chinsurah,West_Bengal,3,11,0
70824,6019535,75,9,single,rented,yes,Surveyor,Nadiad,Gujarat,3,13,0
78745,7461869,51,10,single,rented,yes,Industrial_Engineer,Jamnagar,Gujarat,10,10,0
92820,3852642,23,11,single,rented,no,Chef,Ramagundam[27],Telangana,11,12,0
40235,6797003,73,19,single,rented,no,Financial_Analyst,Howrah,West_Bengal,6,12,0
34691,8036522,63,6,single,rented,no,Mechanical_engineer,Agra,Uttar_Pradesh,6,12,0
87161,5354560,58,13,single,rented,yes,Hotel_Manager,Anand,Gujarat,5,13,1
92656,9897868,43,17,single,rented,yes,Surgeon,Amaravati,Andhra_Pradesh,8,14,0
42068,8542806,31,12,married,rented,no,Civil_servant,Vadodara,Gujarat,6,13,1
82470,1529495,53,6,single,owned,yes,Microbiologist,Rourkela,Odisha,6,14,0
72017,6638529,69,1,single,rented,no,Civil_servant,Muzaffarpur,Bihar,1,10,0
58363,6926928,24,11,single,rented,no,Chef,Hospet,Karnataka,5,14,0
91076,9058726,61,20,married,rented,no,Industrial_Engineer,Deoghar,Jharkhand,11,14,0
89641,7936046,35,11,single,rented,yes,Financial_Analyst,Thane,Maharashtra,10,14,0
98165,1779389,41,7,single,rented,no,Dentist,Davanagere,Karnataka,7,14,0
54571,2822951,45,8,single,rented,yes,Fashion_Designer,Vijayanagaram,Andhra_Pradesh,8,14,0
63164,1886371,68,15,single,rented,yes,Financial_Analyst,Ahmednagar,Maharashtra,7,10,0
34184,8830162,77,18,single,rented,no,Surgeon,Jaunpur,Uttar_Pradesh,14,13,0
60548,2545624,55,19,single,rented,no,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,12,11,0
18365,2745694,36,11,single,rented,no,Industrial_Engineer,"Khora,_Ghaziabad",Uttar_Pradesh,9,13,0
84397,3568477,68,15,single,rented,no,Army_officer,Bhind,Madhya_Pradesh,5,13,0
93949,4189025,66,15,single,rented,no,Artist,Medininagar,Jharkhand,12,14,0
46748,6685208,76,17,single,rented,no,Statistician,Anand,Gujarat,14,13,0
62318,8701440,27,15,married,rented,no,Computer_hardware_engineer,Bharatpur,Rajasthan,5,13,0
11248,8145890,48,5,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,11,0
14517,1327599,25,7,single,rented,no,Graphic_Designer,Bhagalpur,Bihar,6,14,0
73577,4245860,34,3,single,rented,no,Biomedical_Engineer,Pimpri-Chinchwad,Maharashtra,3,11,0
72761,7517800,76,12,single,owned,yes,Chemical_engineer,Darbhanga,Bihar,12,11,0
41111,985060,71,10,single,owned,yes,Financial_Analyst,Deoghar,Jharkhand,8,13,0
61012,4232176,27,4,single,rented,no,Police_officer,Bidhannagar,West_Bengal,3,10,0
96901,2044506,38,20,single,rented,yes,Psychologist,Dewas,Madhya_Pradesh,4,10,0
93893,675893,46,7,single,rented,no,Designer,Bidar,Karnataka,6,11,0
51500,2184898,28,6,single,rented,no,Army_officer,Bharatpur,Rajasthan,6,10,0
33717,8775036,71,14,single,rented,no,Magistrate,Sultan_Pur_Majra,Delhi,9,12,0
24351,7392946,33,12,single,rented,no,Surgeon,Aizawl,Mizoram,8,10,0
87734,4470476,38,0,single,rented,yes,Analyst,Srinagar,Jammu_and_Kashmir,0,13,0
73057,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya_Pradesh,2,13,1
22072,340075,45,0,single,rented,no,Industrial_Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
94887,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0
14911,6789928,45,3,married,rented,no,Hotel_Manager,Unnao,Uttar_Pradesh,3,13,0
6586,9047999,50,1,single,norent_noown,no,Surveyor,Satara,Maharashtra,1,14,0
79406,656817,73,1,single,rented,no,Comedian,Adoni,Andhra_Pradesh,1,12,0
12103,347594,48,11,single,rented,no,Magistrate,Deoghar,Jharkhand,11,11,0
37860,1800877,21,10,married,rented,yes,Software_Developer,Narasaraopet,Andhra_Pradesh,5,13,0
16613,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,2,10,0
5077,1415711,40,5,single,rented,no,Microbiologist,Hindupur,Andhra_Pradesh,5,10,1
42032,6969623,26,17,single,rented,no,Technology_specialist,Raipur,Chhattisgarh,9,11,0
53005,2893051,66,2,single,owned,no,Architect,Raiganj,West_Bengal,2,13,0
7921,2389509,61,15,married,rented,no,Technical_writer,Thane,Maharashtra,10,10,0
32467,2217063,34,3,single,rented,no,Computer_hardware_engineer,Chinsurah,West_Bengal,3,11,0
27396,1966474,26,16,single,rented,yes,Biomedical_Engineer,Visakhapatnam[4],Andhra_Pradesh,4,10,1
56410,1467935,28,8,married,rented,no,Aviator,Ambarnath,Maharashtra,8,13,1
24209,8008800,36,16,single,rented,no,Consultant,Bhiwandi,Maharashtra,14,13,0
38021,4110066,43,0,single,rented,no,Designer,Amroha,Uttar_Pradesh,0,12,0
25931,9936818,79,6,single,rented,no,Police_officer,Farrukhabad,Uttar_Pradesh,6,13,0
